player_color,move
white,8-4/13-8
black,13-11/13-10
white,6-4/8-2
black,13-10/13-11
white,13-10/10-7/7-4/13-10
black,8-3/13-11
white,6-4/13-12
black,11-7/24-22
white,6-5/6-5/5-4/5-4
black,10-7/24-22
white,6-4/8-4
black,6-4/4-2/8-6/8-6
white,8-4/10-4
black,22-16/16-11
white,12-7/7-2/13-8/8-3
black,25-20/11-6/20-15/11-6
white,3-1/24-20
black,15-12/12-6
white,2-1/24-22
black,25-22/7-1
white,22-21/21-16
black,2-1/10-9/9-8/8-7
white,25-21/21-15
black,6-1/11-7
white,15-13/13-7
black,7-2/2-1
white,7-4/20-14
black,22-16/16-15
white,14-10/10-6/2-0/6-2
black,25-22/7-1
white,1-0/2-0
black,6-1/6-1/6-1/6-1
white,1-0/4-0/4-0/4-0
black,22-20/20-14
white,4-1/1-0
black,14-8/8-6
white,4-0/4-0
black,7-5/5-0
white,4-0/4-0
black,6-3/6-1
white,4-2/2-0
black,6-1/3-0
white,4-1/1-0
black,6-5/5-0
white,4-1/1-0
