player_color,move
white,8-7/7-4
black,13-11/13-10
white,6-5/6-5/5-4/5-4
black,13-9/13-8
white,8-4/13-8
black,8-3/13-7
white,6-4/13-8
black,8-3/8-3/8-3/11-6
white,8-4/13-12
black,7-2/9-7
white,6-4/13-8
black,24-23/23-18
white,6-5/8-7/5-4/13-12
black,25-22/24-18
white,25-20/12-9
black,10-7/22-20
white,9-6/6-4
black,3-2/6-2
white,8-4/12-9
black,18-12/12-11
white,8-5/9-4
black,25-24/11-7
white,4-1/5-3
black,25-20/3-2
white,20-16/16-12/12-8/8-4
black,6-2/20-18
white,3-1/4-2/4-2/4-2
black,3-2/18-12
white,2-1/24-22
black,
white,2-1/22-16
black,25-23/12-11
white,25-21/16-12/12-8/8-4
black,2-1/6-3
white,25-22/21-20
black,
white,22-16/16-11
black,25-22/2-1
white,11-8/8-4
black,2-1/2-1/2-1/2-1
white,20-16/16-14
black,25-19/19-15
white,14-12/12-10/10-8/8-6
black,25-19/19-18
white,25-21/21-16
black,6-1/6-2
white,16-12/12-8/8-4/1-0
black,18-12/12-11
white,4-1/1-0
black,6-3/22-18
white,1-0/4-1
black,18-13/13-9
white,4-2/2-0
black,
white,4-2/2-0/4-2/2-0
black,25-22/9-3
white,1-0/1-0
black,11-7/22-17
white,4-2/2-0
black,17-12/12-10
white,4-2/2-0
black,2-1/3-1
white,1-0/4-0
black,3-1/10-6
white,4-1/1-0/4-1/4-1
black,7-3/3-1
white,1-0/1-0
