player_color,move
white,6-5/6-4
black,13-10/24-23
white,13-7/7-1/24-18/24-18
black,25-21/13-8
white,25-20/20-14
black,13-10/21-15
white,6-4/14-8
black,10-4/13-11
white,5-4/18-12
black,25-20/15-11
white,8-4/13-12
black,8-4/10-6/11-7/7-3
white,25-22/6-4
black,25-19/6-4
white,
black,6-3/20-15
white,
black,15-14/19-14
white,25-22/25-22/13-10/10-7
black,25-19/14-11
white,7-4/13-8
black,6-4/23-19
white,12-10/13-12
black,19-18/18-14
white,8-4/22-20
black,6-5/14-11
white,
black,5-4/6-4
white,25-22/12-9/9-6/6-3
black,25-20/8-4
white,10-7/7-4/12-9/9-6
black,6-4/20-14
white,6-3/8-4
black,14-10/14-10/10-6/10-6
white,22-20/22-16
black,6-1/8-4
white,3-1/3-2
black,11-5/5-1
white,25-22/8-5/22-19/19-16
black,25-19/11-8
white,5-3/8-3
black,19-14/14-10
white,16-12/12-6
black,10-5/5-3
white,16-10/10-4/2-0/6-0
black,11-5/5-3
white,3-1/1-0
black,8-3/8-2
white,3-2/1-0
black,4-1/2-0
white,1-0/2-0
black,1-0/1-0
white,4-0/4-0
black,3-1/1-0
white,4-3/3-0
black,4-2/2-1
white,4-2/2-0
black,1-0/1-0/4-0/4-0
white,4-3/3-0
black,4-0/4-0
white,4-1/1-0
black,4-0/4-0
white,4-3/3-0
black,4-1/1-0
white,4-0/4-0
