player_color,move
white,6-5/6-4
black,6-4/6-5
white,5-4/13-10
black,6-4/13-8
white,6-4/10-9
black,6-4/13-8
white,6-4/6-4/24-22/22-20
black,25-23/24-22/22-20/20-18
white,8-4/20-18
black,6-2/8-4/8-4/8-4
white,8-4/24-18
black,8-6/8-6/6-4/6-4
white,8-4/9-8
black,23-19/19-18
white,8-4/13-10
black,13-8/24-18
white,10-8/13-10
black,8-6/13-11/6-4/18-16
white,8-4/10-4
black,2-1/18-16
white,13-10/13-12
black,25-23/16-14/14-12/12-10
white,10-8/8-6/6-4/18-16
black,10-4/23-19
white,12-6/6-3
black,25-24/16-12
white,16-12/18-16
black,11-8/18-17
white,12-9/9-8
black,25-23/23-20
white,3-1/8-3
black,
white,3-1/16-13
black,25-22/25-22/22-19/19-16
white,13-9/9-4
black,25-20/22-17/17-12/12-7
white,4-2/2-1
black,7-1/8-4
white,1-0/1-0
black,20-17/17-14/14-11/11-8
white,4-2/1-0
black,8-7/7-4
white,4-2/2-0
black,20-18/18-12
white,2-0/4-0/4-0/4-0
black,4-1/4-2
white,4-3/3-0
black,4-1/4-2
white,4-0/4-0
black,4-1/12-6
white,4-2/2-0
black,4-2/6-2
white,4-2/2-0
black,2-0/2-0
white,4-0/4-0
