player_color,move
white,24-18/18-16
black,6-1/24-23
white,25-24/8-5
black,25-22/23-18
white,13-10/10-7/7-4/4-1
black,25-22/25-24
white,25-21/13-7
black,8-7/7-4
white,25-20/13-10
black,13-10/10-4
white,5-1/24-18
black,25-24/6-5/5-4/24-23
white,25-20/25-23
black,6-1/8-3/8-3/23-18
white,25-20/20-14
black,3-2/22-18
white,25-20/10-9
black,18-14/14-8
white,13-7/14-9
black,25-22/13-10/10-7/7-4
white,25-22/22-17
black,25-24/25-21
white,13-9/17-16
black,2-1/21-18
white,
black,13-8/24-18
white,25-23/23-17
black,25-21/6-1
white,9-5/17-11
black,13-10/10-4
white,9-5/9-6
black,13-10/10-7/7-4/21-18
white,8-6/11-9/20-18/18-16
black,6-1/18-15
white,9-5/20-19
black,15-10/10-4
white,6-5/19-13
black,22-16/22-18
white,8-2/16-10/10-4/16-10
black,18-17/18-17/17-16/17-16
white,2-1/4-3/3-2/6-5
black,18-14/14-8
white,10-7/7-1
black,8-6/6-4/16-14/14-12
white,25-20/20-19
black,12-9/9-8
white,25-19/19-16
black,16-13/13-8
white,6-4/6-1
black,16-13/13-7
white,5-1/19-13
black,7-1/8-7
white,5-1/13-7
black,7-6/6-4
white,4-1/7-1
black,8-4/1-0
white,5-3/3-1/5-3/3-1
black,1-0/1-0
white,6-1/16-10
black,4-2/2-0
white,2-1/6-3
black,4-2/2-0/4-2/2-0
white,3-1/10-4
black,1-0/1-0/4-0/4-0
white,4-1/6-0
black,4-0/4-0
white,5-2/2-0
black,4-1/1-0
white,1-0/1-0
black,4-3/3-2/2-1/1-0
white,1-0/1-0
black,4-3/3-0
