player_color,move
white,6-4/6-4/8-6/6-4
black,6-5/8-4
white,13-8/24-18
black,13-7/7-4
white,25-20/13-8/20-15/13-8
black,25-24/6-4
white,6-4/24-18
black,6-4/6-4/24-22/22-20
white,15-9/9-4
black,6-4/13-10
white,13-10/13-8
black,8-4/13-10
white,6-4/8-3
black,13-10/13-8
white,6-4/10-7
black,8-4/10-4
white,3-2/7-2
black,8-6/10-8/6-4/10-8
white,8-3/8-4
black,8-5/5-4
white,8-3/18-16
black,20-14/14-13
white,8-4/16-13
black,8-3/3-1
white,13-7/7-4
black,4-1/13-10/10-7/7-4
white,8-4/2-0
black,4-1/24-20
white,3-1/1-0
black,25-24/4-1
white,3-1/1-0
black,25-24/20-19/19-18/18-17
white,4-1/1-0
black,25-23/4-1
white,25-20/20-18
black,23-19/19-17
white,18-17/17-15
black,17-15/15-12
white,15-12/12-11
black,12-8/17-12
white,11-8/8-3
black,12-10/10-4
white,3-2/2-1/4-3/3-2
black,8-3/3-0
white,2-1/1-0
black,4-0/4-0
white,4-3/1-0
black,4-3/3-0
white,4-1/1-0
black,4-0/4-0
white,3-2/2-0
black,1-0/1-0
white,4-1/1-0
black,1-0/1-0
white,4-3/3-0
black,4-1/1-0
white,4-1/1-0
black,4-2/1-0
white,4-1/1-0
black,2-1/1-0
white,4-0/4-0/4-0
