player_color,move
white,13-7/7-6
black,13-10/13-11
white,6-4/8-4
black,13-8/13-11
white,8-2/13-8
black,8-3/13-11
white,8-5/5-4
black,10-7/11-7
white,13-10/13-8
black,8-2/8-3
white,6-4/13-10
black,6-3/11-7
white,6-4/10-9
black,8-7/24-22
white,6-5/6-5/5-4/5-4
black,6-3/11-7
white,2-1/6-5/5-4/9-8
black,25-19/19-15
white,25-24/8-5
black,15-10/22-16
white,5-2/8-2
black,3-2/16-10
white,8-4/24-20/24-20/20-16
black,6-2/7-1
white,25-21/16-14
black,2-1/6-2
white,14-11/11-5
black,6-1/7-2/7-2/7-2
white,5-4/21-18
black,25-20/20-14
white,2-1/2-1/18-17/17-16
black,10-7/14-9
white,25-21/21-20
black,10-6/6-1
white,20-14/14-12
black,7-1/9-6
white,12-10/10-5
black,2-1/3-0
white,4-1/5-4
black,3-0/6-1
white,20-16/16-11
black,2-1/3-0
white,11-7/7-3/1-0/3-0
black,2-0/2-0
white,1-0/1-0
black,1-0/1-0/2-0/2-0
white,4-3/3-0
black,1-0/1-0
white,1-0/4-0/4-0/4-0
black,1-0/1-0
white,4-1/1-0
black,1-0/1-0
