player_color,move
white,13-11/11-10
black,8-4/13-8
white,13-10/24-23
black,8-5/5-4
white,24-22/22-18
black,13-10/10-7/7-4/13-10
white,25-23/13-7
black,6-4/13-10
white,10-9/10-9/9-8/9-8
black,10-5/5-4
white,6-2/13-8
black,6-1/13-10
white,6-2/13-7
black,6-1/10-7
white,23-18/18-12
black,25-24/10-4
white,6-2/6-2/6-2/12-8
black,8-5/5-4
white,7-5/23-18
black,6-4/8-2
white,18-17/17-13
black,6-4/24-22/22-20/20-18
white,
black,18-15/15-13
white,
black,24-20/20-18
white,
black,24-20/20-16/16-12/12-8
white,
black,18-12/12-10
white,
black,13-12/12-6
white,
black,10-5/5-4
white,
black,6-4/8-6/2-0/6-4
white,
black,1-0/1-0
white,25-22/25-22/25-22/22-19
black,4-0/4-0/4-0/4-0
white,22-18/22-17
black,4-1/1-0/4-1/1-0
white,8-5/5-1
black,4-1/1-0
white,17-13/19-16
black,4-1/1-0
white,13-10/18-16
black,4-1/1-0
white,8-4/4-2
black,4-2/2-0
white,8-2/10-6
black,4-0/4-0
