player_color,move
white,13-10/13-8
black,6-5/6-4
white,8-3/13-8/13-8/13-8
black,13-7/13-7/24-18/18-12
white,6-1/10-4
black,25-20/13-7
white,6-3/6-3/8-5/5-2
black,25-23/5-4
white,25-24/8-4
black,6-4/7-4
white,6-5/6-5/5-4/5-4
black,7-4/7-6
white,3-1/8-4
black,13-7/7-4
white,8-2/2-1
black,25-20/13-8/20-15/15-10
white,3-2/8-4
black,10-9/9-4
white,24-18/18-15
black,6-3/8-4
white,8-7/7-4
black,6-3/8-2
white,24-19/19-16
black,25-22/2-1
white,25-19/25-24
black,25-20/3-2
white,15-10/19-18
black,2-1/8-4
white,25-22/18-13
black,
white,13-8/8-6
black,
white,10-4/16-14
black,
white,22-19/19-18
black,
white,18-15/15-10
black,25-19/25-19/20-14/14-8
white,
black,8-6/19-16
white,25-19/10-4/19-13/14-8
black,25-22/8-4
white,13-7/7-4
black,19-14/22-18
white,8-2/1-0
black,14-9/9-8
white,2-0/2-0
black,18-17/22-18
white,1-0/1-0
black,17-12/18-17
white,4-0/4-0
black,4-1/17-16
white,4-2/2-1
black,12-6/6-4
white,4-2/2-1
black,8-6/6-4/16-14/14-12
white,1-0/1-0/4-0/4-0
black,16-15/15-9
white,4-1/1-0
black,4-2/4-1
white,4-3/3-1
black,2-1/9-7
white,4-3/1-0
black,7-6/6-1
white,3-2/2-1/1-0/4-3
black,4-1/12-6
white,3-0
