player_color,move
white,6-4/13-10
black,8-4/24-18
white,10-4/13-8
black,13-8/13-10
white,8-4/13-10
black,6-4/13-10
white,10-4/13-7/13-7/7-1
black,25-24/25-24/6-5/5-4
white,
black,8-4/13-10
white,25-20/8-4
black,6-4/8-4
white,8-2/8-2/24-18/18-12
black,25-22/8-4
white,6-4/7-6
black,10-4/10-4/10-4/24-18
white,6-3/12-6
black,25-22/6-1
white,
black,6-1/24-18
white,25-19/25-23
black,18-12/22-18
white,6-2/23-20
black,18-17/17-13
white,6-5/5-1
black,12-10/10-4
white,6-1/6-3
black,13-10/10-6
white,25-20/20-15/15-10/10-5
black,6-1/18-15
white,3-1/5-4
black,15-11/11-9
white,20-19/19-13
black,9-8/8-7/7-6/6-5
white,25-20/13-12
black,25-19/19-15
white,12-6/6-5
black,15-14/14-11
white,5-2/20-14
black,25-20/20-17
white,14-9/9-8
black,
white,8-6/6-1
black,25-19/19-18
white,2-0/2-1
black,18-12/12-7
white,2-0/2-0
black,7-3/3-1
white,1-0/4-1
black,4-2/4-1
white,1-0/1-0
black,4-0/4-0
white,1-0/4-1
black,2-0/4-2/2-0/4-2
white,4-3/1-0
black,4-1/1-0
white,1-0/3-1
black,2-0/4-0
white,4-2/2-0
black,4-0/4-0
white,4-3/3-0
black,1-0/1-0/1-0/4-1
white,1-0/1-0/4-0/4-0
