player_color,move
white,8-4/24-23
black,13-7/13-7/7-1/7-1
white,
black,13-9/13-10
white,25-20/8-4
black,6-3/13-9
white,13-10/10-4
black,10-8/24-18
white,8-4/13-10
black,6-4/18-15
white,25-23/23-22
black,25-22/15-11
white,13-7/7-1/13-7/7-1
black,25-23/22-16
white,13-7/7-1/20-14/14-8
black,25-22/16-10
white,8-4/23-22
black,10-9/23-20
white,6-1
black,22-18/18-15
white,6-2/6-3
black,15-13/13-8
white,2-1/6-2
black,9-8/20-15
white,4-1/4-1/4-1/6-3
black,6-4/15-11
white,
black,11-7/7-4
white,4-1
black,9-5/9-5/5-1/5-1
white,2-1/4-1
black,8-2/8-2/8-2/8-2
white,22-18/18-16
black,6-3/6-1
white,25-19/19-18
black,2-1/4-1
white,18-14/14-13
black,8-5/5-1
white,13-9/9-7
black,8-4/2-0
white,7-4/16-11
black,2-0/2-0
white,3-2/11-8
black,1-0/1-0
white,2-1/8-2
black,1-0/1-0
white,3-1/2-0
black,1-0/1-0
white,4-3/1-0
black,1-0/4-1
white,1-0/3-0
black,1-0/4-1
white,1-0/1-0
black,1-0/1-0
white,1-0/1-0/1-0/1-0
black,3-1/1-0
white,1-0/1-0
black,4-2/2-0
