player_color,move
white,13-10/10-4
black,6-5/8-4
white,6-4/13-8
black,5-4/8-4
white,6-4/13-10
black,8-4/24-18
white,6-5/6-5/5-4/5-4
black,13-8/8-4
white,8-4/10-4
black,6-4/13-8
white,24-23/23-18
black,8-4/13-10
white,24-23/23-18
black,10-9/9-4
white,8-4/13-10
black,13-12/18-12
white,25-24/8-4
black,13-12/24-18
white,8-4/10-4
black,12-9/9-4
white,6-4/18-15
black,6-1/12-7/18-13/13-8
white,25-20/25-22
black,6-1/7-4
white,15-10/10-6
black,8-2/12-6/6-0/6-0
white,6-3/22-16
black,1-0/1-0/2-0/4-1
white,16-10/10-4/20-14/14-8
black,1-0/4-1
white,3-2/8-6
black,4-3/3-0
white,6-4/2-0
black,4-3/3-0
white,4-3/3-0
black,4-2/2-0
white,4-2/2-0
black,4-2/2-1
white,4-1/1-0
black,4-3/3-0
white,4-1/1-0
black,4-3/3-0
white,4-1/1-0
black,1-0/1-0
white,4-2/2-0
black,4-2/2-1
white,4-1/1-0
black,4-1/1-0
white,4-3/3-0
black,1-0
