player_color,move
white,6-3/8-3
black,13-7/7-6
white,6-3/8-4
black,8-2/8-4
white,8-5/5-4
black,13-8/24-18
white,6-3/24-23
black,
white,6-1/13-7
black,25-20/25-24
white,25-21/13-9/9-5/5-1
black,25-23/25-23/25-23/25-23
white,7-1/13-7/7-1/13-7
black,13-12/12-6
white,25-24/7-1
black,6-4/13-12
white,25-24/24-18
black,6-4/13-12
white,6-1/18-15
black,23-17/17-16
white,23-20/20-15
black,6-4/23-18
white,24-20/24-22
black,23-19/19-18
white,3-2/15-12
black,25-19/8-4
white,12-9/9-4
black,
white,20-14/14-12
black,25-19/8-4
white,3-1/12-8
black,12-6/19-14
white,3-1/8-3
black,12-6/19-16
white,3-1/22-16
black,16-13/13-10/10-7/7-4
white,
black,14-13/13-10
white,25-20/20-18
black,6-2/2-1
white,2-1/18-16
black,6-3/10-6
white,16-10/10-5
black,6-3/18-12
white,5-2/16-10
black,12-9/9-4
white,10-4/1-0
black,4-1/18-12
white,1-0/1-0
black,6-1/6-2
white,1-0/1-0
black,6-2/6-1
white,1-0/1-0/1-0/1-0
black,2-1/3-1
white,2-0/3-0
black,3-1/12-7
white,4-2/2-0
black,4-1/7-2
white,4-3/3-1
black,2-0/2-0
white,1-0/4-1
black,1-0/1-0
white,1-0/4-1/1-0
