player_color,move
white,6-4/13-8
black,13-10/10-4
white,6-4/8-4
black,13-7/13-7/24-18/24-18
white,6-4/6-4/24-22/22-20
black,6-4/7-1
white,25-20/20-14
black,7-4/8-4
white,8-2/14-8/20-14/14-8
black,6-3/6-1
white,8-5/13-10/5-2/13-10
black,3-2/6-1
white,6-4/13-10
black,6-4/18-12
white,25-20/8-4
black,13-10/10-7/7-4/13-10
white,10-7/10-4
black,25-20/10-4
white,7-2/10-4
black,2-1/8-3
white,8-6/6-3
black,12-9/9-4
white,8-6/6-1
black,3-1/8-3
white,20-17/17-11
black,20-15/15-11
white,11-7/7-2
black,11-5/1-0/3-0/5-0
white,2-0/2-0/2-0/2-0
black,4-3/3-0
white,1-0/3-0
black,4-0/4-0/4-0/4-0
white,4-2/2-0
black,4-2/2-0
white,4-1/1-0/4-1/1-0
black,1-0/1-0/4-0/4-0
white,4-2/2-0
black,1-0/1-0
