player_color,move
white,6-4/6-5
black,13-11/13-7
white,8-4/24-18
black,25-24/13-9
white,5-4/13-10
black,13-10/24-23
white,10-9/9-4
black,6-3/13-8
white,8-4/24-18
black,24-20/20-15
white,8-4/13-10
black,25-24/24-18
white,10-9/9-4
black,18-17/17-11
white,18-12/12-8
black,10-8/24-23
white,6-4/6-4/6-4/8-6
black,9-8/23-17
white,18-12/12-8
black,25-19/19-18
white,25-22/22-20
black,25-23/18-15
white,8-7/7-4
black,6-1/15-11
white,13-11/13-8
black,6-1/23-18/18-13/13-8
white,8-4/13-11
black,6-3/23-19
white,11-8/8-5/5-2/11-8
black,6-3/19-15
white,8-3
black,8-4/15-14
white,3-1/20-16
black,14-13/13-11
white,2-1/16-13
black,8-5/5-4
white,13-8/8-2
black,4-1/11-8/11-8/11-8
white,1-0/2-0
black,3-1/8-4
white,1-0/4-0/4-0/4-0
black,4-2/2-1
white,4-0/4-0
black,4-3/8-3
white,4-1/1-0
black,3-1/3-1/8-6/6-4
white,4-1/1-0
black,8-5/5-4
white,4-1/1-0
black,8-4/8-3
white,4-0/4-0/4-0/4-0
