player_color,move
white,6-4/8-4
black,6-4/8-4
white,6-3/6-3/6-3/6-3
black,13-10/10-4
white,8-2/24-22
black,6-5/6-4
white,3-2/24-22
black,5-4/6-4
white,8-2/22-20
black,6-1/8-7
white,13-9/13-9/20-16/13-9
black,7-4/13-10/10-7/7-4
white,9-6/9-4
black,8-4/24-18
white,13-7/7-4
black,25-19/19-18
white,25-23/13-9
black,13-8/24-18
white,9-8/9-6
black,13-9/9-4
white,25-19/6-3
black,13-10/10-4
white,8-4/19-16
black,8-2/2-1
white,25-23/16-12
black,18-12/18-17
white,23-18/18-16
black,17-15/15-10
white,12-9/9-7
black,10-6/6-2/12-8/8-4
white,3-1/7-3
black,1-0/2-0
white,22-18/18-15
black,1-0/4-3/3-2/2-1
white,15-10/16-11/11-6/6-1
black,4-3/3-0
white,10-6/6-3
black,4-0/1-0
white,1-0/1-0/2-0/2-0
black,4-2/2-0/4-2/2-0
white,2-1/1-0
black,4-1/1-0
white,3-1/1-0
black,4-1/1-0
white,3-0/3-0
black,4-3/3-0
white,3-2/2-0
black,4-2/2-0
white,3-0/4-0
black,4-3/3-2/2-1/1-0
white,4-1/1-0
black,4-1/1-0
white,4-1/1-0
black,4-0
